spk	uid	orig_s	trim_s	ratio	mora	mora_per_s	cutoff_hz	band
cv_0222	common_voice_ja_36236677	3.276	2.856	0.872	0			
cv_0222	common_voice_ja_36236934	3.600	3.123	0.868	0			
cv_0222	common_voice_ja_36237472	5.868	4.656	0.793	0			
cv_0222	common_voice_ja_36237273	4.860	2.635	0.542	0			
cv_0222	common_voice_ja_36237415	5.796	3.762	0.649	0			
cv_0222	common_voice_ja_36237078	4.356	3.170	0.728	0			
cv_0222	common_voice_ja_36236941	8.100	7.581	0.936	0			
cv_0222	common_voice_ja_36237193	4.500	3.320	0.738	0			
cv_0222	common_voice_ja_36237583	3.888	1.730	0.445	0			
cv_0222	common_voice_ja_36232299	3.888	2.902	0.746	0			
cv_0222	common_voice_ja_36237772	4.608	2.450	0.532	0			
cv_0222	common_voice_ja_36236988	4.248	3.796	0.894	0			
cv_0223	common_voice_ja_38976819	10.368	8.638	0.833	0			
cv_0223	common_voice_ja_38977202	8.820	7.825	0.887	0			
cv_0223	common_voice_ja_38977643	9.720	8.197	0.843	0			
cv_0223	common_voice_ja_38977423	10.476	8.754	0.836	0			
cv_0223	common_voice_ja_38977635	7.776	6.676	0.859	0			
cv_0223	common_voice_ja_38978612	9.360	7.384	0.789	0			
cv_0223	common_voice_ja_38978040	3.456	1.579	0.457	0			
cv_0223	common_voice_ja_38976996	8.460	6.966	0.823	0			
cv_0223	common_voice_ja_38977661	7.956	6.583	0.827	0			
cv_0223	common_voice_ja_38977790	9.180	7.558	0.823	0			
cv_0223	common_voice_ja_38977515	9.288	7.999	0.861	0			
cv_0223	common_voice_ja_38978160	2.628	1.184	0.451	0			
cv_0223	common_voice_ja_38978041	7.560	6.049	0.800	0			
cv_0224	common_voice_ja_41812406	3.708	2.635	0.711	0			
cv_0224	common_voice_ja_41812343	4.140	2.334	0.564	0			
cv_0224	common_voice_ja_41812410	3.528	1.939	0.550	0			
cv_0224	common_voice_ja_41812380	2.808	1.219	0.434	0			
cv_0224	common_voice_ja_41812426	3.456	2.635	0.762	0			
cv_0224	common_voice_ja_41812405	3.096	2.554	0.825	0			
cv_0224	common_voice_ja_41812359	2.520	1.939	0.769	0			
cv_0224	common_voice_ja_41812417	2.988	1.498	0.501	0			
cv_0224	common_voice_ja_41812274	2.916	1.289	0.442	0			
cv_0224	common_voice_ja_41812451	4.248	2.926	0.689	0			
cv_0224	common_voice_ja_41812440	3.996	3.181	0.796	0			
cv_0224	common_voice_ja_41812414	2.556	1.591	0.622	0			
cv_0224	common_voice_ja_41812468	2.808	1.962	0.699	0			
cv_0225	common_voice_ja_39086071	2.196	1.068	0.486	0			
cv_0225	common_voice_ja_39083540	3.528	2.670	0.757	0			
cv_0225	common_voice_ja_39083789	3.996	2.635	0.659	0			
cv_0225	common_voice_ja_39083504	3.456	2.577	0.746	0			
cv_0225	common_voice_ja_39086554	2.988	1.544	0.517	0			
cv_0225	common_voice_ja_39087043	2.196	1.010	0.460	0			
cv_0225	common_voice_ja_39086508	2.736	1.474	0.539	0			
cv_0225	common_voice_ja_39085516	2.340	1.115	0.476	0			
cv_0225	common_voice_ja_39088494	3.456	2.438	0.705	0			
cv_0225	common_voice_ja_39086535	4.608	3.297	0.715	0			
cv_0225	common_voice_ja_39085507	5.508	4.226	0.767	0			
cv_0225	common_voice_ja_39084929	3.276	1.730	0.528	0			
cv_0225	common_voice_ja_39081389	2.880	2.310	0.802	0			
cv_0226	common_voice_ja_36347014	2.700	1.567	0.580	0			
cv_0226	common_voice_ja_36346629	5.760	4.133	0.718	0			
cv_0226	common_voice_ja_36346007	7.128	7.036	0.987	0			
cv_0226	common_voice_ja_36346336	4.680	3.541	0.757	0			
cv_0226	common_voice_ja_36346221	3.708	2.264	0.611	0			
cv_0226	common_voice_ja_36346670	2.916	1.637	0.561	0			
cv_0226	common_voice_ja_36346632	5.400	3.866	0.716	0			
cv_0226	common_voice_ja_36346277	3.348	1.602	0.478	0			
cv_0226	common_voice_ja_36346671	2.988	1.463	0.490	0			
cv_0226	common_voice_ja_36346834	3.348	1.881	0.562	0			
cv_0226	common_voice_ja_36345954	8.280	6.525	0.788	0			
cv_0226	common_voice_ja_36346334	7.056	5.375	0.762	0			
cv_0226	common_voice_ja_36346973	3.060	1.904	0.622	0			
cv_0227	common_voice_ja_39092025	5.256	4.888	0.930	0			
cv_0227	common_voice_ja_39090539	2.268	1.858	0.819	0			
cv_0227	common_voice_ja_39090680	2.016	1.683	0.835	0			
cv_0227	common_voice_ja_39089315	2.520	2.136	0.848	0			
cv_0227	common_voice_ja_39092887	1.620	1.231	0.760	0			
cv_0227	common_voice_ja_39086735	2.088	2.053	0.983	0			
cv_0227	common_voice_ja_39088556	2.088	1.637	0.784	0			
cv_0227	common_voice_ja_39090841	3.060	2.589	0.846	0			
cv_0227	common_voice_ja_39092963	2.088	1.625	0.778	0			
cv_0227	common_voice_ja_39090647	2.088	1.962	0.940	0			
cv_0227	common_voice_ja_39077500	1.980	1.858	0.938	0			
cv_0227	common_voice_ja_39088879	2.340	1.869	0.799	0			
cv_0227	common_voice_ja_39088888	4.536	4.098	0.903	0			
cv_0228	common_voice_ja_38989212	6.372	4.598	0.722	0			
cv_0228	common_voice_ja_38990190	7.200	6.432	0.893	0			
cv_0228	common_voice_ja_38990301	6.444	5.085	0.789	0			
cv_0228	common_voice_ja_38989291	6.876	5.492	0.799	0			
cv_0228	common_voice_ja_38989279	9.648	8.290	0.859	0			
cv_0228	common_voice_ja_38990228	6.660	5.631	0.845	0			
cv_0228	common_voice_ja_38989169	8.028	7.430	0.926	0			
cv_0228	common_voice_ja_38989170	9.540	7.906	0.829	0			
cv_0228	common_voice_ja_38989243	2.700	0.929	0.344	0			
cv_0228	common_voice_ja_38989327	7.020	5.909	0.842	0			
cv_0228	common_voice_ja_38989926	4.788	3.599	0.752	0			
cv_0228	common_voice_ja_38990273	5.292	4.737	0.895	0			
cv_0228	common_voice_ja_38990300	5.040	4.284	0.850	0			
cv_0229	common_voice_ja_36300874	2.160	1.765	0.817	0			
cv_0229	common_voice_ja_36300794	5.400	5.155	0.955	0			
cv_0229	common_voice_ja_36300958	2.988	2.543	0.851	0			
cv_0229	common_voice_ja_36300768	3.528	3.030	0.859	0			
cv_0229	common_voice_ja_36300815	3.060	2.763	0.903	0			
cv_0229	common_voice_ja_36300913	7.200	6.931	0.963	0			
cv_0229	common_voice_ja_36300819	3.420	3.042	0.889	0			
cv_0229	common_voice_ja_36300731	3.780	3.506	0.928	0			
cv_0229	common_voice_ja_36300879	3.168	2.728	0.861	0			
cv_0229	common_voice_ja_36300838	2.376	1.997	0.840	0			
cv_0229	common_voice_ja_36300758	2.916	2.461	0.844	0			
cv_0229	common_voice_ja_36300917	2.880	2.485	0.863	0			
cv_0229	common_voice_ja_36300828	2.916	2.635	0.904	0			
cv_0230	common_voice_ja_44942507	7.452	6.246	0.838	0			
cv_0230	common_voice_ja_44942333	2.664	1.057	0.397	0			
cv_0230	common_voice_ja_44942268	2.628	1.881	0.716	0			
cv_0230	common_voice_ja_44926171	2.232	1.010	0.453	0			
cv_0230	common_voice_ja_44926230	2.556	1.324	0.518	0			
cv_0230	common_voice_ja_44943069	7.128	5.712	0.801	0			
cv_0230	common_voice_ja_44925954	5.508	4.017	0.729	0			
cv_0230	common_voice_ja_44940737	4.608	3.077	0.668	0			
cv_0230	common_voice_ja_44942566	7.812	6.235	0.798	0			
cv_0230	common_voice_ja_44925956	2.052	0.604	0.294	0			
cv_0230	common_voice_ja_44942688	7.488	5.712	0.763	0			
cv_0230	common_voice_ja_44925918	3.204	1.602	0.500	0			
cv_0231	common_voice_ja_36325621	8.244	6.258	0.759	0			
cv_0231	common_voice_ja_36326067	6.048	4.946	0.818	0			
cv_0231	common_voice_ja_36325954	3.528	2.067	0.586	0			
cv_0231	common_voice_ja_36325236	6.984	5.050	0.723	0			
cv_0231	common_voice_ja_36325953	3.960	2.612	0.660	0			
cv_0231	common_voice_ja_36325623	7.668	6.339	0.827	0			
cv_0231	common_voice_ja_36325376	3.096	1.974	0.638	0			
cv_0231	common_voice_ja_36325502	5.076	3.216	0.634	0			
cv_0231	common_voice_ja_36325378	6.624	4.551	0.687	0			
cv_0231	common_voice_ja_36325595	6.300	4.783	0.759	0			
cv_0231	common_voice_ja_36325681	3.672	3.123	0.850	0			
cv_0231	common_voice_ja_36325884	3.348	2.032	0.607	0			
cv_0231	common_voice_ja_36326055	3.420	1.591	0.465	0			
cv_0232	common_voice_ja_22451587	6.000	4.505	0.751	0			
cv_0232	common_voice_ja_27498596	8.316	6.943	0.835	0			
cv_0232	common_voice_ja_22897322	2.976	1.370	0.460	0			
cv_0232	common_voice_ja_22596295	5.112	3.251	0.636	0			
cv_0232	common_voice_ja_22656471	4.728	3.262	0.690	0			
cv_0232	common_voice_ja_22452360	4.440	3.460	0.779	0			
cv_0232	common_voice_ja_22452074	5.736	4.412	0.769	0			
cv_0232	common_voice_ja_22741356	5.760	4.551	0.790	0			
cv_0232	common_voice_ja_27798421	7.524	6.235	0.829	0			
cv_0232	common_voice_ja_27498519	7.596	6.211	0.818	0			
cv_0232	common_voice_ja_22482025	2.184	0.894	0.409	0			
cv_0232	common_voice_ja_22649243	4.464	2.995	0.671	0			
cv_0232	common_voice_ja_22452079	3.264	1.788	0.548	0			
cv_0233	common_voice_ja_42122345	5.220	4.795	0.919	0			
cv_0233	common_voice_ja_42122359	4.968	3.971	0.799	0			
cv_0233	common_voice_ja_42122243	5.364	4.296	0.801	0			
cv_0233	common_voice_ja_42121939	5.616	4.609	0.821	0			
cv_0233	common_voice_ja_42122227	2.844	1.811	0.637	0			
cv_0233	common_voice_ja_42121790	2.700	1.602	0.593	0			
cv_0233	common_voice_ja_42122179	2.772	1.625	0.586	0			
cv_0233	common_voice_ja_42122084	3.672	2.601	0.708	0			
cv_0233	common_voice_ja_42121833	5.724	4.737	0.828	0			
cv_0233	common_voice_ja_42122365	6.660	5.410	0.812	0			
cv_0233	common_voice_ja_42122226	2.988	1.800	0.602	0			
cv_0233	common_voice_ja_42122155	5.040	3.796	0.753	0			
cv_0233	common_voice_ja_42122158	5.868	5.155	0.878	0			
cv_0234	common_voice_ja_36339288	2.520	0.848	0.337	0			
cv_0234	common_voice_ja_36339017	2.628	1.207	0.459	0			
cv_0234	common_voice_ja_36338949	5.328	3.587	0.673	0			
cv_0234	common_voice_ja_36338681	4.464	2.322	0.520	0			
cv_0234	common_voice_ja_36339191	4.140	2.798	0.676	0			
cv_0234	common_voice_ja_36339386	2.664	1.312	0.492	0			
cv_0234	common_voice_ja_36339663	2.952	1.277	0.433	0			
cv_0234	common_voice_ja_36338684	5.112	2.566	0.502	0			
cv_0234	common_voice_ja_36339068	3.816	2.357	0.618	0			
cv_0234	common_voice_ja_36339252	5.004	3.518	0.703	0			
cv_0234	common_voice_ja_36338822	5.400	2.926	0.542	0			
cv_0234	common_voice_ja_36339443	5.184	3.762	0.726	0			
cv_0234	common_voice_ja_36339249	2.844	1.498	0.527	0			
cv_0235	common_voice_ja_38911605	3.420	3.344	0.978	0			
cv_0235	common_voice_ja_38911438	9.216	8.127	0.882	0			
cv_0235	common_voice_ja_38898710	9.360	8.615	0.920	0			
cv_0235	common_voice_ja_38911526	5.688	5.653	0.994	0			
cv_0235	common_voice_ja_38898678	6.228	5.143	0.826	0			
cv_0235	common_voice_ja_38911494	9.468	7.268	0.768	0			
cv_0235	common_voice_ja_38911569	7.560	7.314	0.967	0			
cv_0235	common_voice_ja_38898711	2.916	2.496	0.856	0			
cv_0235	common_voice_ja_38898689	8.388	7.430	0.886	0			
cv_0235	common_voice_ja_38898537	7.488	7.453	0.995	0			
cv_0235	common_voice_ja_38898726	6.768	6.223	0.919	0			
cv_0235	common_voice_ja_38911604	9.180	7.558	0.823	0			
cv_0235	common_voice_ja_38911544	7.776	7.396	0.951	0			
cv_0236	common_voice_ja_39428945	3.456	1.788	0.517	0			
cv_0236	common_voice_ja_39428067	4.356	2.821	0.648	0			
cv_0236	common_voice_ja_39428164	6.048	5.538	0.916	0			
cv_0236	common_voice_ja_39376499	3.708	1.869	0.504	0			
cv_0236	common_voice_ja_39428829	2.772	1.405	0.507	0			
cv_0236	common_voice_ja_39428797	2.736	1.358	0.496	0			
cv_0236	common_voice_ja_39428231	2.304	1.091	0.474	0			
cv_0236	common_voice_ja_39428959	2.412	1.242	0.515	0			
cv_0236	common_voice_ja_39647604	3.708	2.566	0.692	0			
cv_0236	common_voice_ja_39429035	2.592	1.660	0.640	0			
cv_0236	common_voice_ja_39428256	2.448	1.033	0.422	0			
cv_0236	common_voice_ja_39428069	5.040	3.344	0.663	0			
cv_0236	common_voice_ja_39428353	2.628	1.335	0.508	0			
cv_0237	common_voice_ja_37647471	9.792	8.440	0.862	0			
cv_0237	common_voice_ja_37662049	9.576	7.454	0.778	0			
cv_0237	common_voice_ja_37660265	10.116	8.382	0.829	0			
cv_0237	common_voice_ja_37647248	9.360	7.779	0.831	0			
cv_0237	common_voice_ja_37662043	9.828	8.173	0.832	0			
cv_0237	common_voice_ja_37660275	9.324	7.848	0.842	0			
cv_0237	common_voice_ja_37660271	8.856	7.279	0.822	0			
cv_0237	common_voice_ja_37660284	9.432	7.814	0.828	0			
cv_0237	common_voice_ja_37662033	9.432	7.755	0.822	0			
cv_0237	common_voice_ja_37660270	9.684	8.243	0.851	0			
cv_0237	common_voice_ja_37662053	8.496	7.268	0.855	0			
cv_0237	common_voice_ja_37662046	8.676	7.419	0.855	0			
cv_0237	common_voice_ja_37660287	9.360	7.883	0.842	0			
cv_0238	common_voice_ja_45163150	2.340	0.894	0.382	0			
cv_0238	common_voice_ja_45162618	3.456	1.881	0.544	0			
cv_0238	common_voice_ja_45162956	4.464	2.891	0.648	0			
cv_0238	common_voice_ja_45162497	2.376	1.939	0.816	0			
cv_0238	common_voice_ja_45162612	3.420	2.148	0.628	0			
cv_0238	common_voice_ja_45154481	2.052	0.720	0.351	0			
cv_0238	common_voice_ja_45154487	4.752	3.262	0.686	0			
cv_0238	common_voice_ja_45163144	2.736	1.567	0.573	0			
cv_0238	common_voice_ja_45162188	2.916	0.940	0.322	0			
cv_0238	common_voice_ja_45162323	5.148	4.354	0.846	0			
cv_0238	common_voice_ja_45154140	4.284	2.856	0.667	0			
cv_0238	common_voice_ja_45162946	7.056	5.352	0.759	0			
cv_0239	common_voice_ja_41793410	2.196	1.463	0.666	0			
cv_0239	common_voice_ja_41802390	3.996	2.496	0.625	0			
cv_0239	common_voice_ja_41793325	3.276	2.368	0.723	0			
cv_0239	common_voice_ja_41793386	2.448	0.755	0.308	0			
cv_0239	common_voice_ja_41802420	3.600	2.287	0.635	0			
cv_0239	common_voice_ja_41802421	3.240	1.753	0.541	0			
cv_0239	common_voice_ja_41802426	3.096	1.149	0.371	0			
cv_0239	common_voice_ja_41802408	1.836	0.964	0.525	0			
cv_0239	common_voice_ja_41802418	3.276	1.045	0.319	0			
cv_0239	common_voice_ja_41793180	2.340	1.184	0.506	0			
cv_0240	common_voice_ja_38850071	7.200	6.200	0.861	0			
cv_0240	common_voice_ja_38849970	9.180	7.512	0.818	0			
cv_0240	common_voice_ja_38850207	8.856	8.081	0.912	0			
cv_0240	common_voice_ja_38850055	7.488	6.432	0.859	0			
cv_0240	common_voice_ja_38850145	9.180	7.790	0.849	0			
cv_0240	common_voice_ja_38849953	8.568	7.245	0.846	0			
cv_0240	common_voice_ja_38850225	7.776	6.455	0.830	0			
cv_0240	common_voice_ja_38849986	7.416	6.107	0.823	0			
cv_0240	common_voice_ja_38849962	8.676	7.523	0.867	0			
cv_0240	common_voice_ja_38849993	9.216	8.104	0.879	0			
cv_0240	common_voice_ja_38849964	8.820	7.802	0.885	0			
cv_0240	common_voice_ja_38850240	8.820	8.127	0.921	0			
cv_0240	common_voice_ja_38850032	9.180	7.326	0.798	0			
cv_0241	common_voice_ja_39044686	2.916	1.800	0.617	0			
cv_0241	common_voice_ja_39045886	6.768	6.095	0.901	0			
cv_0241	common_voice_ja_39045314	3.240	1.916	0.591	0			
cv_0241	common_voice_ja_39044682	3.168	2.357	0.744	0			
cv_0241	common_voice_ja_39044498	3.780	3.053	0.808	0			
cv_0241	common_voice_ja_39043680	3.060	1.486	0.486	0			
cv_0241	common_voice_ja_39042371	4.716	3.529	0.748	0			
cv_0241	common_voice_ja_39046094	3.060	1.892	0.618	0			
cv_0241	common_voice_ja_39042362	3.168	1.254	0.396	0			
cv_0241	common_voice_ja_39045458	1.836	0.882	0.480	0			
cv_0241	common_voice_ja_39044240	2.268	1.451	0.640	0			
cv_0241	common_voice_ja_39045033	4.896	3.611	0.738	0			
cv_0241	common_voice_ja_39043302	4.428	2.612	0.590	0			
cv_0242	common_voice_ja_36296229	3.276	1.591	0.486	0			
cv_0242	common_voice_ja_36296252	7.848	6.467	0.824	0			
cv_0242	common_voice_ja_36296243	3.168	2.287	0.722	0			
cv_0242	common_voice_ja_36296248	3.636	2.752	0.757	0			
cv_0242	common_voice_ja_36296232	3.456	1.892	0.547	0			
cv_0242	common_voice_ja_36296234	6.120	4.807	0.785	0			
cv_0242	common_voice_ja_36296194	3.636	2.403	0.661	0			
cv_0242	common_voice_ja_36296211	5.256	3.437	0.654	0			
cv_0242	common_voice_ja_36296279	3.240	1.707	0.527	0			
cv_0242	common_voice_ja_36296215	3.240	1.614	0.498	0			
cv_0242	common_voice_ja_36296236	5.760	3.820	0.663	0			
cv_0242	common_voice_ja_36296209	7.020	5.178	0.738	0			
cv_0242	common_voice_ja_36296250	2.880	1.927	0.669	0			
cv_0243	common_voice_ja_38896257	9.000	8.522	0.947	0			
cv_0243	common_voice_ja_38896216	8.676	8.243	0.950	0			
cv_0243	common_voice_ja_38895685	8.208	7.663	0.934	0			
cv_0243	common_voice_ja_38896093	9.396	9.125	0.971	0			
cv_0243	common_voice_ja_38895785	7.380	7.129	0.966	0			
cv_0243	common_voice_ja_38896319	7.776	7.326	0.942	0			
cv_0243	common_voice_ja_38896303	10.260	9.741	0.949	0			
cv_0243	common_voice_ja_38896137	9.000	8.510	0.946	0			
cv_0243	common_voice_ja_38896162	8.568	8.498	0.992	0			
cv_0243	common_voice_ja_38895799	8.748	8.255	0.944	0			
cv_0243	common_voice_ja_38895787	8.028	7.570	0.943	0			
cv_0243	common_voice_ja_38896155	5.256	4.853	0.923	0			
cv_0243	common_voice_ja_38896148	7.128	6.664	0.935	0			
cv_0244	common_voice_ja_42135256	8.388	7.012	0.836	0			
cv_0244	common_voice_ja_42134643	3.780	2.310	0.611	0			
cv_0244	common_voice_ja_42135259	3.888	2.926	0.753	0			
cv_0244	common_voice_ja_42134702	3.060	1.695	0.554	0			
cv_0244	common_voice_ja_42135395	2.628	1.440	0.548	0			
cv_0244	common_voice_ja_42135279	2.448	1.509	0.616	0			
cv_0244	common_voice_ja_42134584	2.556	1.022	0.400	0			
cv_0244	common_voice_ja_42135331	2.556	1.196	0.468	0			
cv_0244	common_voice_ja_42134626	2.880	1.416	0.492	0			
cv_0244	common_voice_ja_42135335	3.240	2.194	0.677	0			
cv_0244	common_voice_ja_42134646	2.520	1.544	0.613	0			
cv_0244	common_voice_ja_42136437	3.456	2.879	0.833	0			
cv_0245	common_voice_ja_39061073	3.780	2.601	0.688	0			
cv_0245	common_voice_ja_39056807	3.888	2.566	0.660	0			
cv_0245	common_voice_ja_39060268	3.096	1.823	0.589	0			
cv_0245	common_voice_ja_39056689	4.860	3.576	0.736	0			
cv_0245	common_voice_ja_39056685	2.808	1.231	0.438	0			
cv_0245	common_voice_ja_39059444	2.160	0.580	0.269	0			
cv_0245	common_voice_ja_39060405	3.348	2.647	0.791	0			
cv_0245	common_voice_ja_39056502	3.420	1.741	0.509	0			
cv_0245	common_voice_ja_39060400	2.988	2.519	0.843	0			
cv_0245	common_voice_ja_39060052	2.808	2.090	0.744	0			
cv_0245	common_voice_ja_39061667	2.628	1.428	0.543	0			
cv_0245	common_voice_ja_39061103	3.816	2.589	0.678	0			
cv_0245	common_voice_ja_39056806	2.556	1.428	0.559	0			
cv_0246	common_voice_ja_36355870	3.168	1.010	0.319	0			
cv_0246	common_voice_ja_36355767	3.168	1.521	0.480	0			
cv_0246	common_voice_ja_36356089	4.968	4.180	0.841	0			
cv_0246	common_voice_ja_36356617	2.628	1.544	0.588	0			
cv_0246	common_voice_ja_36356426	4.788	3.692	0.771	0			
cv_0246	common_voice_ja_36355832	2.700	1.300	0.481	0			
cv_0246	common_voice_ja_36355873	3.888	3.042	0.782	0			
cv_0246	common_voice_ja_36356192	3.060	1.765	0.577	0			
cv_0246	common_voice_ja_36356238	2.016	0.940	0.466	0			
cv_0246	common_voice_ja_36355834	4.500	2.659	0.591	0			
cv_0246	common_voice_ja_36356614	2.808	2.009	0.715	0			
cv_0246	common_voice_ja_36355300	7.056	5.909	0.837	0			
cv_0246	common_voice_ja_36355297	3.708	2.043	0.551	0			
cv_0247	common_voice_ja_36308290	6.444	4.098	0.636	0			
cv_0247	common_voice_ja_36308735	5.940	3.541	0.596	0			
cv_0247	common_voice_ja_36308830	4.104	1.776	0.433	0			
cv_0247	common_voice_ja_36308266	4.572	2.136	0.467	0			
cv_0247	common_voice_ja_36308624	4.320	3.587	0.830	0			
cv_0247	common_voice_ja_36308787	4.284	3.402	0.794	0			
cv_0247	common_voice_ja_36308228	3.708	1.382	0.373	0			
cv_0247	common_voice_ja_36308269	7.200	5.248	0.729	0			
cv_0247	common_voice_ja_36308622	4.752	3.262	0.686	0			
cv_0247	common_voice_ja_36308700	4.356	2.694	0.618	0			
cv_0247	common_voice_ja_36308231	6.696	4.261	0.636	0			
cv_0247	common_voice_ja_36308738	6.120	4.830	0.789	0			
cv_0247	common_voice_ja_36308807	3.456	1.904	0.551	0			
cv_0248	common_voice_ja_41969156	4.680	2.740	0.585	0			
cv_0248	common_voice_ja_41969108	5.148	3.611	0.701	0			
cv_0248	common_voice_ja_41969150	3.780	1.800	0.476	0			
cv_0248	common_voice_ja_41969114	5.580	2.949	0.528	0			
cv_0248	common_voice_ja_41969134	3.996	1.672	0.418	0			
cv_0248	common_voice_ja_41969167	5.076	1.219	0.240	0			
cv_0248	common_voice_ja_41969145	3.996	1.881	0.471	0			
cv_0248	common_voice_ja_41969173	4.248	1.985	0.467	0			
cv_0248	common_voice_ja_41969160	3.888	1.753	0.451	0			
cv_0248	common_voice_ja_41969184	3.708	1.010	0.272	0			
cv_0248	common_voice_ja_41969126	3.636	1.567	0.431	0			
cv_0248	common_voice_ja_41969092	2.988	0.639	0.214	0			
cv_0248	common_voice_ja_41969194	3.600	1.173	0.326	0			
cv_0249	common_voice_ja_36359788	3.708	1.974	0.532	0			
cv_0249	common_voice_ja_36359536	3.924	2.786	0.710	0			
cv_0249	common_voice_ja_36359457	4.392	2.752	0.627	0			
cv_0249	common_voice_ja_36359613	4.140	2.485	0.600	0			
cv_0249	common_voice_ja_36359026	5.004	2.914	0.582	0			
cv_0249	common_voice_ja_36359034	8.388	6.409	0.764	0			
cv_0249	common_voice_ja_36359142	9.756	7.860	0.806	0			
cv_0249	common_voice_ja_36359029	3.816	2.090	0.548	0			
cv_0249	common_voice_ja_36359454	4.068	2.218	0.545	0			
cv_0249	common_voice_ja_36359696	3.852	2.357	0.612	0			
cv_0249	common_voice_ja_36359192	6.336	5.143	0.812	0			
cv_0249	common_voice_ja_36359542	3.492	1.741	0.499	0			
cv_0250	common_voice_ja_36325026	6.336	4.609	0.727	0			
cv_0250	common_voice_ja_36324938	3.888	2.229	0.573	0			
cv_0250	common_voice_ja_36324380	5.076	4.029	0.794	0			
cv_0250	common_voice_ja_36324536	3.420	1.881	0.550	0			
cv_0250	common_voice_ja_36324326	3.780	2.032	0.538	0			
cv_0250	common_voice_ja_36324318	3.168	1.591	0.502	0			
cv_0250	common_voice_ja_36324383	3.780	2.543	0.673	0			
cv_0250	common_voice_ja_36324538	3.420	1.985	0.580	0			
cv_0251	common_voice_ja_36366028	4.968	3.669	0.739	0			
cv_0251	common_voice_ja_36366424	9.360	8.417	0.899	0			
cv_0251	common_voice_ja_36365607	4.680	4.377	0.935	0			
cv_0251	common_voice_ja_36368651	3.888	2.136	0.549	0			
cv_0251	common_voice_ja_36368523	2.880	1.602	0.556	0			
cv_0251	common_voice_ja_36368660	3.888	2.984	0.767	0			
cv_0251	common_voice_ja_36365604	2.628	2.113	0.804	0			
cv_0251	common_voice_ja_36368296	5.148	4.052	0.787	0			
cv_0251	common_voice_ja_36365887	2.988	1.753	0.587	0			
cv_0251	common_voice_ja_36368035	3.888	2.635	0.678	0			
cv_0251	common_voice_ja_36366026	3.528	2.670	0.757	0			
cv_0251	common_voice_ja_36368457	4.536	3.251	0.717	0			
cv_0251	common_voice_ja_36362947	3.168	2.345	0.740	0			
cv_0252	common_voice_ja_38939302	6.588	5.468	0.830	0			
cv_0252	common_voice_ja_38939138	9.648	8.150	0.845	0			
cv_0252	common_voice_ja_38939670	7.740	6.896	0.891	0			
cv_0252	common_voice_ja_38939795	9.180	7.930	0.864	0			
cv_0252	common_voice_ja_38939713	6.516	5.074	0.779	0			
cv_0252	common_voice_ja_38939224	10.116	9.300	0.919	0			
cv_0252	common_voice_ja_38939327	6.336	5.050	0.797	0			
cv_0252	common_voice_ja_38939317	9.576	8.208	0.857	0			
cv_0252	common_voice_ja_38939513	9.036	8.324	0.921	0			
cv_0252	common_voice_ja_38939615	7.776	6.920	0.890	0			
cv_0252	common_voice_ja_38939510	7.200	6.002	0.834	0			
cv_0252	common_voice_ja_38939319	6.480	5.631	0.869	0			
cv_0252	common_voice_ja_38939512	7.488	6.745	0.901	0			
cv_0253	common_voice_ja_38841470	9.756	9.137	0.937	0			
cv_0253	common_voice_ja_38841709	5.940	5.283	0.889	0			
cv_0253	common_voice_ja_38840688	6.480	5.700	0.880	0			
cv_0253	common_voice_ja_38840076	3.888	2.554	0.657	0			
cv_0253	common_voice_ja_38841188	6.588	5.735	0.871	0			
cv_0253	common_voice_ja_38841734	6.696	5.840	0.872	0			
cv_0253	common_voice_ja_38841105	7.236	6.293	0.870	0			
cv_0253	common_voice_ja_38840570	5.436	4.621	0.850	0			
cv_0253	common_voice_ja_38839559	9.756	8.847	0.907	0			
cv_0253	common_voice_ja_38841413	6.696	5.700	0.851	0			
cv_0253	common_voice_ja_38841674	6.408	5.735	0.895	0			
cv_0253	common_voice_ja_38841510	10.476	9.834	0.939	0			
cv_0253	common_voice_ja_38840073	6.948	6.374	0.917	0			
cv_0254	common_voice_ja_36314824	2.736	0.952	0.348	0			
cv_0254	common_voice_ja_36314838	3.348	1.730	0.517	0			
cv_0254	common_voice_ja_36314839	6.588	6.565	0.997	0			
cv_0254	common_voice_ja_36314971	5.580	4.133	0.741	0			
cv_0254	common_voice_ja_36314822	2.916	1.358	0.466	0			
cv_0254	common_voice_ja_36314862	3.888	3.853	0.991	0			
cv_0254	common_voice_ja_36334650	2.916	1.660	0.569	0			
cv_0254	common_voice_ja_36314983	4.176	2.682	0.642	0			
cv_0254	common_voice_ja_36334635	6.768	5.201	0.768	0			
cv_0254	common_voice_ja_36334653	5.256	5.210	0.991	0			
cv_0254	common_voice_ja_36314825	7.236	7.187	0.993	0			
cv_0254	common_voice_ja_36334623	3.636	2.090	0.575	0			
cv_0254	common_voice_ja_36334639	3.060	2.967	0.970	0			
cv_0255	common_voice_ja_36333411	2.376	1.068	0.449	0			
cv_0255	common_voice_ja_36333480	4.068	2.543	0.625	0			
cv_0255	common_voice_ja_36333472	4.176	2.670	0.639	0			
cv_0255	common_voice_ja_36333488	4.248	2.554	0.601	0			
cv_0255	common_voice_ja_36333444	3.780	2.322	0.614	0			
cv_0255	common_voice_ja_36333330	3.168	1.544	0.487	0			
cv_0255	common_voice_ja_36333301	3.456	2.101	0.608	0			
